 ceap_07120002             SWAT+ Jun 17  2020    MODULAR Rev 2020.60.4                                    
                                                                            --YIELD (kg/ha)--
  jday   mon   day    yr    unit PLANTNM                         MASS          C           N           P
   365    12    31  2003   17830    corn                    12402.807    5581.263     217.049      31.007
   365    12    31  2003   17830    soyb                     2126.559     956.952      82.670      16.375
   365    12    31  2003   17831    soyb                     3649.851    1642.433     112.561      28.104
   365    12    31  2003   17831    corn                     8185.497    3683.473     143.246      20.464
   365    12    31  2003   17832    soyb                     3648.659    1641.896     124.413      28.095
   365    12    31  2003   17832    corn                     8242.039    3708.917     144.236      20.605
   365    12    31  2003   17833    soyb                     3444.150    1549.867      54.977      26.520
   365    12    31  2003   17833    corn                     8799.891    3959.951     153.998      22.000
   365    12    31  2003   17834    soyb                     3486.878    1569.095      55.569      26.849
   365    12    31  2003   17834    corn                     8010.345    3604.655     140.181      20.026
   365    12    31  2003   17835    soyb                     2821.464    1269.659     111.304      21.725
   365    12    31  2003   17835    corn                     7682.623    3457.180     134.446      19.207
   365    12    31  2003   17836    soyb                     3648.566    1641.855     124.116      28.094
   365    12    31  2003   17836    corn                     8242.018    3708.908     144.235      20.605
   365    12    31  2003   17837    soyb                     3418.008    1538.104     123.738      26.319
   365    12    31  2003   17837    corn                     8161.814    3672.816     142.832      20.405
   365    12    31  2003   17838    soyb                     3721.824    1674.821     134.292      28.658
   365    12    31  2003   17838    corn                     8219.893    3698.952     143.848      20.550
   365    12    31  2003   17839    soyb                     3418.244    1538.209     123.715      26.320
   365    12    31  2003   17839    corn                     8162.082    3672.937     142.836      20.405
   365    12    31  2003   17840    corn                    14638.105    6587.147     256.167      36.595
   365    12    31  2003   17840    soyb                     2323.291    1045.481      87.701      17.889
   365    12    31  2003   17841    corn                    13020.916    5859.412     227.866      32.552
   365    12    31  2003   17841    soyb                     2307.129    1038.208      88.273      17.765
   365    12    31  2003   17842    corn                    13760.070    6192.032     240.801      34.400
   365    12    31  2003   17842    soyb                     2231.263    1004.068      85.918      17.181
   365    12    31  2003   17843    agrc                        0.000       0.000       0.000       0.000
   365    12    31  2003   17844    soyb                     3417.584    1537.913     123.752      26.315
   365    12    31  2003   17844    corn                     8161.335    3672.601     142.823      20.403
   365    12    31  2003   17845    soyb                     3418.014    1538.106      56.231      26.319
   365    12    31  2003   17845    corn                     7762.728    3493.227     135.848      19.407
   365    12    31  2003   17846    agrc                        0.000       0.000       0.000       0.000
